0,Recording_2,Process_2,2022-02-21T06:41:31+00:00,Select menu option in window,Google Chrome - 3 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 3 running windows']\n""]",2.0,Login to collaborative tool,Event_5,Select menu option in window
1,Recording_2,Process_2,2022-02-21T06:41:34+00:00,Click UI element in window,List Item 'New Tab - Google Chrome' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New Tab - Google Chrome\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -38 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",3.0,Login to collaborative tool,Event_5,Click UI element in window
2,Recording_2,Process_2,2022-02-21T06:41:36+00:00,Press button in window,Button 'SharePoint' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'SharePoint\\'']\n""]",4.0,Login to collaborative tool,Event_5,chromePress button in window
3,Recording_2,Process_2,2022-02-21T06:41:39+00:00,Click UI element in window,Hyperlink 'Project RoadMap' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Project RoadMap\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -16 OffsetY: 6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",5.0,Login to collaborative tool,Event_5,chromeClick UI element in window
4,Recording_2,Process_2,2022-02-21T06:41:43+00:00,Click UI element in window,Hyperlink 'Documents' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Documents\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 67 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",6.0,Login to collaborative tool,Event_5,chromeClick UI element in window
5,Recording_2,Process_2,2022-02-21T06:41:46+00:00,Select menu option in window,Menu Item 'New' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Menu Item \\'New\\'']\n""]",7.0," To collect the feedback points on ongoing project, prepare a word document",Event_6,chromeSelect menu option in window
6,Recording_2,Process_2,2022-02-21T06:41:49+00:00,Click UI element in window,Group in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Group'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -30 OffsetY: 52 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",8.0," To collect the feedback points on ongoing project, prepare a word document",Event_6,chromeClick UI element in window
7,Recording_2,Process_2,2022-02-21T06:41:56+00:00,Click UI element in window,Text 'Document6' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Document6\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 5 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",9.0," To collect the feedback points on ongoing project, prepare a word document",Event_6,chromeClick UI element in window
8,Recording_2,Process_2,2022-02-21T06:42:03+00:00,Click UI element in window,Text 'File Name' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'File Name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 12 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",10.0," To collect the feedback points on ongoing project, prepare a word document",Event_6,chromeClick UI element in window
9,Recording_2,Process_2,2022-02-21T06:42:12+00:00,Populate text field in window,Edit 'File Name' in Pane 'New Tab - Google Chrome - Name',,,,,,,Populate text field in window
