0,Recording_60,Process_16,2022-02-28T05:43:07+00:00,Press button in window,Button 'Type here to search' in TaskBar,,,"[""UIAutomation.PressButton Button: appmask['TaskBar']['Button \\'Type here to search\\'']\n""]",2.0,Open the calendar.,Event_301,Press button in window
1,Recording_60,Process_16,2022-02-28T05:43:10+00:00,Populate text field in window,Edit 'Search box' in Window 'Search',,,,,,,Populate text field in window
2,Recording_60,Process_16,2022-02-28T05:43:14+00:00,Click UI element in window,List Item 'Outlook  ...  to switch preview' in Window 'Search',SearchApp,Search,"[""UIAutomation.Click Element: appmask['Window \\'Search\\'']['List Item \\'Outlook  ...  to switch preview\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -84 OffsetY: 8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",5.0,Open the calendar.,Event_301,SearchAppClick UI element in window
3,Recording_60,Process_16,2022-02-28T05:43:40+00:00,Press button in window,Button 'Calendar' in Window 'Inbox - Name - Outlook',OUTLOOK,Inbox - Name - Outlook,"[""UIAutomation.PressButton Button: appmask['Window \\'Inbox - Name - Outlook\\'']['Button \\'Calendar\\'']\n""]",6.0,Open the calendar.,Event_301,OUTLOOKPress button in window
4,Recording_60,Process_16,2022-02-28T05:43:47+00:00,Click UI element in window,"List 'Month View, 31  ...  March 2022 12:00am' in Window 'Calendar - Email@Domain - Outlook'",OUTLOOK,Calendar - Email@Domain - Outlook,"[""UIAutomation.Click Element: appmask['Window \\'Calendar - Email@Domain - Outlook\\'']['List \\'Month View, 31  ...  March 2022 12:00am\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 41 OffsetY: 190 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",7.0,Check the next week date in calendar for your availability for product demo,Event_302,OUTLOOKClick UI element in window
5,Recording_60,Process_16,2022-02-28T05:43:54+00:00,Press button in window,Firefox - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Firefox - 1 running window']\n""]",8.0,Login to the crm tool,Event_303,Press button in window
6,Recording_60,Process_16,2022-02-28T05:43:56+00:00,Press button in window,Button 'Open a new tab (Ctrl+T)' in Window 'Dynamics 365 — Mozilla Firefox',firefox,Dynamics 365 — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Dynamics 365 — Mozilla Firefox\\'']['Button \\'Open a new tab (Ctrl+T)\\'']\n""]",9.0,Login to the crm tool,Event_303,firefoxPress button in window
7,Recording_60,Process_16,2022-02-28T05:44:06+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox',,,,,,,Populate text field in window
8,Recording_60,Process_16,2022-02-28T05:44:06+00:00,Send keys,TextToSend:'{Return}',,,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'dynemic crm login' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",11.0,Login to the crm tool,Event_303,Send keys
9,Recording_60,Process_16,2022-02-28T05:44:10+00:00,Click UI element in window,Hyperlink 'Microsoft  ... om › en-in' in Window 'dynemic crm  ...  — Mozilla Firefox',firefox,dynemic crm login - Google Search — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'dynemic crm  ...  — Mozilla Firefox\\'']['Hyperlink \\'Microsoft  ... om › en-in\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -51 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",12.0,Login to the crm tool,Event_303,firefoxClick UI element in window
