StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Activity
0,Recording_14,Process_11,2022-02-22T11:19:45+00:00,Press button in window,Text to Speech - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Text to Speech - 1 running window']\n""]",2.0,Open the converter,Event_61,Press button in window
1,Recording_14,Process_11,2022-02-22T11:19:51+00:00,Press button in window,Button 'Open file' in Window 'Text to Speech',ApplicationFrameHost,Text to Speech,"[""UIAutomation.PressButton Button: appmask['Window \\'Text to Speech\\'']['Button \\'Open file\\'']\n""]",3.0,Browse the file,Event_62,ApplicationFrameHostPress button in window
2,Recording_14,Process_11,2022-02-22T11:19:55+00:00,Click UI element in window,Edit 'Name' in Window 'Text to Speech',ApplicationFrameHost,Text to Speech,"[""UIAutomation.Click Element: appmask['Window \\'Text to Speech\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.DoubleClick OffsetX: 46 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",4.0,Browse the file,Event_62,ApplicationFrameHostClick UI element in window
3,Recording_14,Process_11,2022-02-22T11:20:00+00:00,Press button in window,Button 'Save file' in Window 'Text to Speech',ApplicationFrameHost,Text to Speech,"[""UIAutomation.PressButton Button: appmask['Window \\'Text to Speech\\'']['Button \\'Save file\\'']\n""]",5.0,Convert it to audio format,Event_63,ApplicationFrameHostPress button in window
4,Recording_14,Process_11,2022-02-22T11:20:09+00:00,Populate text field in window,Edit 'File name:' in Window 'Text to Speech',,,,,,,Populate text field in window
5,Recording_14,Process_11,2022-02-22T11:20:12+00:00,Press button in window,Button 'Save' in Window 'Text to Speech',ApplicationFrameHost,Text to Speech,"[""UIAutomation.PressButton Button: appmask['Window \\'Text to Speech\\'']['Button \\'Save\\'']\n""]",7.0,Convert it to audio format,Event_63,ApplicationFrameHostPress button in window
6,Recording_14,Process_11,2022-02-22T11:20:20+00:00,Select menu option in window,Google Chrome - 2 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 2 running windows']\n""]",9.0,Open the podcasting app.,Event_64,Select menu option in window
7,Recording_14,Process_11,2022-02-22T11:20:27+00:00,Press button in window,Button 'New Tab' in Pane 'Start Your  ...  Chrome - Name',chrome,Start Your Podcast for Free - RSS.com - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Start Your  ...  Chrome - Name\\'']['Button \\'New Tab\\'']\n""]",10.0,Open the podcasting app.,Event_64,chromePress button in window
8,Recording_14,Process_11,2022-02-22T11:20:30+00:00,Press button in window,Button 'Start Your Podcast for Free - RSS.com' in Pane 'Start Your  ...  Chrome - Name',chrome,Start Your Podcast for Free - RSS.com - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Start Your  ...  Chrome - Name\\'']['Button \\'Start Your Podcast for Free - RSS.com\\'']\n""]",11.0,Open the podcasting app.,Event_64,chromePress button in window
9,Recording_14,Process_11,2022-02-22T11:20:37+00:00,Press button in window,Button ' New podcast' in Pane 'Start Your  ...  Chrome - Name',chrome,Start Your Podcast for Free - RSS.com - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Start Your  ...  Chrome - Name\\'']['Button \\'\uf067 New podcast\\'']\n""]",12.0,Get ready a new Podcast,Event_65,chromePress button in window
